pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.29984640004113317,None,2,2,10,2,,,,,24.34826240001712,,24.333656099974178,24.34826240001712,25.348772199940868,25.348772199940868,25.348772199940868,25.348772199940868,25.348772199940868,26.34882940002717,26.34882940002717,26.651259299949743,c,1,0.29984640004113317,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,11,3,2,v,1,0.3069913999643177,None,2,3,11,3,,,,,26.664730899967253,,26.65207690000534,26.664730899967253,27.664844000013545,27.664844000013545,27.664844000013545,27.664844000013545,27.664844000013545,28.66502960002981,28.66502960002981,28.98384709993843,v,1,0.3069913999643177,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,12,0,3,z,1,0.37774290004745126,None,3,0,12,0,,,,,28.9981430999469,,28.9844802999869,28.9981430999469,29.9981782999821,29.9981782999821,29.9981782999821,29.9981782999821,29.9981782999821,30.99788499996066,30.99788499996066,31.383392499992624,z,1,0.37774290004745126,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,13,1,3,x,1,0.2990813999203965,None,3,1,13,1,,,,,31.39780969999265,,31.383911999990232,31.39780969999265,32.39781180000864,32.39781180000864,32.39781180000864,32.39781180000864,32.39781180000864,33.39729350002017,33.39729350002017,33.70027699996717,x,1,0.2990813999203965,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,14,2,3,c,1,0.21840070001780987,None,3,2,14,2,,,,,33.71431820001453,,33.70083739992697,33.71431820001453,34.714375199982896,34.714375199982896,34.714375199982896,34.714375199982896,34.714375199982896,35.7140906000277,35.7140906000277,35.94980109995231,c,1,0.21840070001780987,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,15,3,3,v,1,0.3033851000946015,None,3,3,15,3,,,,,35.9643351000268,,35.95036479993723,35.9643351000268,36.963747399975546,36.963747399975546,36.963747399975546,36.963747399975546,36.963747399975546,37.96384879993275,37.96384879993275,38.28283249994274,v,1,0.3033851000946015,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,16,0,4,z,1,0.8737426999723539,None,4,0,16,0,,,,,38.29694839997683,,38.28339729993604,38.29694839997683,39.296831500018016,39.296831500018016,39.296831500018016,39.296831500018016,39.296831500018016,40.2967652999796,40.2967652999796,41.18228269997053,z,1,0.8737426999723539,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,17,1,4,x,1,0.3186009000055492,None,4,1,17,1,,,,,41.19646849995479,,41.18279520003125,41.19646849995479,42.19610229996033,42.19610229996033,42.19610229996033,42.19610229996033,42.19610229996033,43.19617669994477,43.19617669994477,43.53189610003028,x,1,0.3186009000055492,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,18,2,4,c,1,0.34512930002529174,None,4,2,18,2,,,,,43.546393999946304,,43.53248599998187,43.546393999946304,44.54601249995176,44.54601249995176,44.54601249995176,44.54601249995176,44.54601249995176,45.546098400023766,45.546098400023766,45.8985859999666,c,1,0.34512930002529174,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,19,3,4,v,1,0.2487017000094056,None,4,3,19,3,,,,,45.91276149998885,,45.89929510001093,45.91276149998885,46.91275769995991,46.91275769995991,46.91275769995991,46.91275769995991,46.91275769995991,47.91251940000802,47.91251940000802,48.16526009992231,v,1,0.2487017000094056,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,20,0,5,z,1,0.32535280007869005,None,5,0,20,0,,,,,48.17900459992234,,48.1657705999678,48.17900459992234,49.179103999980725,49.179103999980725,49.179103999980725,49.179103999980725,49.179103999980725,50.17837310000323,50.17837310000323,50.514409499941394,z,1,0.32535280007869005,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,21,1,5,x,1,0.40527259989175946,None,5,1,21,1,,,,,50.528863699990325,,50.51495879993308,50.528863699990325,51.528627699939534,51.528627699939534,51.528627699939534,51.528627699939534,51.528627699939534,52.52854670002125,52.52854670002125,52.947321499930695,x,1,0.40527259989175946,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,22,2,5,c,1,0.4415682000108063,None,5,2,22,2,,,,,52.96161240001675,,52.94786519999616,52.96161240001675,53.96175849996507,53.96175849996507,53.96175849996507,53.96175849996507,53.96175849996507,54.961099199950695,54.961099199950695,55.41425449994858,c,1,0.4415682000108063,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,23,3,5,v,1,0.31023990001995116,None,5,3,23,3,,,,,55.428032999974675,,55.41483559994958,55.428032999974675,56.42799210001249,56.42799210001249,56.42799210001249,56.42799210001249,56.42799210001249,57.427998399944045,57.427998399944045,57.74639749992639,v,1,0.31023990001995116,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,24,0,6,z,1,0.3743679999606684,None,6,0,24,0,,,,,57.76095509994775,,57.7468918999657,57.76095509994775,58.76117429998703,58.76117429998703,58.76117429998703,58.76117429998703,58.76117429998703,59.760837999987416,59.760837999987416,60.14668639993761,z,1,0.3743679999606684,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,25,1,6,x,1,0.33296550007071346,None,6,1,25,1,,,,,60.16078059992287,,60.14732979994733,60.16078059992287,61.160787599976175,61.160787599976175,61.160787599976175,61.160787599976175,61.160787599976175,62.16093429992907,62.16093429992907,62.49679439992178,x,1,0.33296550007071346,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,26,2,6,c,1,0.3264164000283927,None,6,2,26,2,,,,,62.5107122999616,,62.497373900027014,62.5107122999616,63.51090390002355,63.51090390002355,63.51090390002355,63.51090390002355,63.51090390002355,64.509867799934,64.509867799934,64.84582669998053,c,1,0.3264164000283927,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,27,3,6,v,1,1.2906846000114456,None,6,3,27,3,,,,,64.86036689998582,,64.84641420003027,64.86036689998582,65.86002289992757,65.86002289992757,65.86002289992757,65.86002289992757,65.86002289992757,66.86013229994569,66.86013229994569,68.16224590002093,v,1,1.2906846000114456,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,28,0,7,z,1,0.4862123999046162,None,7,0,28,0,,,,,68.1764251999557,,68.16280599997845,68.1764251999557,69.17635149997659,69.17635149997659,69.17635149997659,69.17635149997659,69.17635149997659,70.17641690000892,70.17641690000892,70.67870179994497,z,1,0.4862123999046162,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,29,1,7,x,1,0.34155550005380064,None,7,1,29,1,,,,,70.69283349998295,,70.67925369995646,70.69283349998295,71.69292539998423,71.69292539998423,71.69292539998423,71.69292539998423,71.69292539998423,72.67637829994783,72.67637829994783,73.0283493999159,x,1,0.34155550005380064,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,30,2,7,c,1,0.4563145999563858,None,7,2,30,2,,,,,73.04254059994128,,73.02892880002037,73.04254059994128,74.04272329993546,74.04272329993546,74.04272329993546,74.04272329993546,74.04272329993546,75.04253109998535,75.04253109998535,75.51125420001335,c,1,0.4563145999563858,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,31,3,7,v,1,0.43044580006971955,None,7,3,31,3,,,,,75.52549599995837,,75.5118625999894,75.52549599995837,76.5254421000136,76.5254421000136,76.5254421000136,76.5254421000136,76.5254421000136,77.5252447000239,77.5252447000239,77.96149869996589,v,1,0.43044580006971955,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,32,0,8,z,1,0.4019514999818057,None,8,0,32,0,,,,,77.975362499943,,77.96204799995758,77.975362499943,78.97500199999195,78.97500199999195,78.97500199999195,78.97500199999195,78.97500199999195,79.97487889998592,79.97487889998592,80.39397430000827,z,1,0.4019514999818057,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,33,1,8,x,1,0.48345489997882396,None,8,1,33,1,,,,,80.40823749999981,,80.39453859999776,80.40823749999981,81.40818269993179,81.40818269993179,81.40818269993179,81.40818269993179,81.40818269993179,82.40781519992743,82.40781519992743,82.89328299998306,x,1,0.48345489997882396,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,34,2,8,c,1,0.43675410002470016,None,8,2,34,2,,,,,82.90737479995005,,82.89361189992633,82.90737479995005,83.90778559993487,83.90778559993487,83.90778559993487,83.90778559993487,83.90778559993487,84.90769399993587,84.90769399993587,85.35952339996584,c,1,0.43675410002470016,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,35,3,8,v,1,0.4094512000447139,None,8,3,35,3,,,,,85.3745303999167,,85.36009989993181,85.3745303999167,86.37420919991564,86.37420919991564,86.37420919991564,86.37420919991564,86.37420919991564,87.37445869995281,87.37445869995281,87.7930033999728,v,1,0.4094512000447139,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,36,0,9,z,1,0.7176281000720337,None,9,0,36,0,,,,,87.807038799976,,87.79355279996525,87.807038799976,88.80747330002487,88.80747330002487,88.80747330002487,88.80747330002487,88.80747330002487,89.80719419999514,89.80719419999514,90.54242129996419,z,1,0.7176281000720337,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,37,1,9,x,1,0.34142889990471303,None,9,1,37,1,,,,,90.55710630002432,,90.54298479994759,90.55710630002432,91.55658430000767,91.55658430000767,91.55658430000767,91.55658430000767,91.55658430000767,92.5568568999879,92.5568568999879,92.90847329993267,x,1,0.34142889990471303,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,38,2,9,c,1,0.30259730003308505,None,9,2,38,2,,,,,92.923526700004,,92.90893339994363,92.923526700004,93.92318869999144,93.92318869999144,93.92318869999144,93.92318869999144,93.92318869999144,94.92261929996312,94.92261929996312,95.24292989994865,c,1,0.30259730003308505,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,39,3,9,v,1,0.41857109998818487,None,9,3,39,3,,,,,95.25653020001482,,95.2434581000125,95.25653020001482,96.25609669997357,96.25609669997357,96.25609669997357,96.25609669997357,96.25609669997357,97.25611029996071,97.25611029996071,97.69156419998035,v,1,0.41857109998818487,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,40,0,10,z,1,0.35294340003747493,None,10,0,40,0,,,,,97.70622860000003,,97.69211810000706,97.70622860000003,98.70601039996836,98.70601039996836,98.70601039996836,98.70601039996836,98.70601039996836,99.70598440000322,99.70598440000322,100.07433069997933,z,1,0.35294340003747493,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,41,1,10,x,1,0.23813120007980615,None,10,1,41,1,,,,,100.08856740000192,,100.07480079995003,100.08856740000192,101.08890169998631,101.08890169998631,101.08890169998631,101.08890169998631,101.08890169998631,102.08884410001338,102.08884410001338,102.34012539999094,x,1,0.23813120007980615,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,42,2,10,c,1,0.3534609000198543,None,10,2,42,2,,,,,102.35506740002893,,102.34051749994978,102.35506740002893,103.35529430001043,103.35529430001043,103.35529430001043,103.35529430001043,103.35529430001043,104.355271599954,104.355271599954,104.72447349992581,c,1,0.3534609000198543,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,43,3,10,v,1,0.6713065999792889,None,10,3,43,3,,,,,104.73838699993212,,104.72508200001903,104.73838699993212,105.73851219995413,105.73851219995413,105.73851219995413,105.73851219995413,105.73851219995413,106.73738419997972,106.73738419997972,107.42395349999424,v,1,0.6713065999792889,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,44,0,11,z,1,0.3405050999717787,None,11,0,44,0,,,,,107.43868849996943,,107.42455859994516,107.43868849996943,108.43883170001209,108.43883170001209,108.43883170001209,108.43883170001209,108.43883170001209,109.43836679996457,109.43836679996457,109.79096849996131,z,1,0.3405050999717787,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,45,1,11,x,1,0.31496220000553876,None,11,1,45,1,,,,,109.80701659992337,,109.79150609998032,109.80701659992337,110.80354100000113,110.80354100000113,110.80354100000113,110.80354100000113,110.82080440002028,111.80423979996704,111.80423979996704,112.12300070002675,x,1,0.31496220000553876,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,46,2,11,c,1,0.34203999990131706,None,11,2,46,2,,,,,112.13763839995954,,112.12366619997192,112.13763839995954,113.13690669997595,113.13690669997595,113.13690669997595,113.13690669997595,113.13690669997595,114.13667659997009,114.13667659997009,114.48846559994854,c,1,0.34203999990131706,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,47,3,11,v,1,0.43775339995045215,None,11,3,47,3,,,,,114.50382540002465,,114.48878529993817,114.50382540002465,115.48788749997038,115.48788749997038,115.48788749997038,115.48788749997038,115.50329379993491,116.50287989992648,116.50287989992648,116.9546814999776,v,1,0.43775339995045215,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,48,0,12,z,1,0.03933369996957481,None,12,0,48,0,,,,,116.96955869998783,,116.95499649993144,116.96955869998783,117.97097739996389,117.97097739996389,117.97097739996389,117.97097739996389,117.97097739996389,118.96913689991925,118.96913689991925,119.02129149995744,z,1,0.03933369996957481,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,49,1,12,x,1,0.3621820999542251,None,12,1,49,1,,,,,119.03671389992815,,119.02181459998246,119.03671389992815,120.03665569995064,120.03665569995064,120.03665569995064,120.03665569995064,120.03665569995064,121.03645329992287,121.03645329992287,121.40534850000404,x,1,0.3621820999542251,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,50,2,12,c,1,0.2910072000231594,None,12,2,50,2,,,,,121.41972270002589,,121.40593419992365,121.41972270002589,122.4193663999904,122.4193663999904,122.4193663999904,122.4193663999904,122.4193663999904,123.41961460001767,123.41961460001767,123.72175549995154,c,1,0.2910072000231594,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,51,3,12,v,1,0.39177580003160983,None,12,3,51,3,,,,,123.73560939996969,,123.72231889993418,123.73560939996969,124.73583969997708,124.73583969997708,124.73583969997708,124.73583969997708,124.73583969997708,125.73635139991529,125.73635139991529,126.13761490001343,v,1,0.39177580003160983,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,52,0,13,z,1,0.3328848999226466,None,13,0,52,0,,,,,126.15215799992438,,126.13819949992467,126.15215799992438,127.15272749995347,127.15272749995347,127.15272749995347,127.15272749995347,127.15272749995347,128.1523623999674,128.1523623999674,128.4880972999381,z,1,0.3328848999226466,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,53,1,13,x,1,0.3244113000109792,None,13,1,53,1,,,,,128.5022842999315,,128.48863249993883,128.5022842999315,129.5021751000313,129.5021751000313,129.5021751000313,129.5021751000313,129.5021751000313,130.50185489992145,130.50185489992145,130.83635929995216,x,1,0.3244113000109792,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,54,2,13,c,1,0.3213205999927595,None,13,2,54,2,,,,,130.8515598999802,,130.83676169998944,130.8515598999802,131.85208079998847,131.85208079998847,131.85208079998847,131.85208079998847,131.85208079998847,132.85161339992192,132.85161339992192,133.1874705000082,c,1,0.3213205999927595,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,55,3,13,v,1,0.2695136000402272,None,13,3,55,3,,,,,133.20161550003104,,133.18806339998264,133.20161550003104,134.20110730000306,134.20110730000306,134.20110730000306,134.20110730000306,134.20110730000306,135.2014269999927,135.2014269999927,135.48718279995956,v,1,0.2695136000402272,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,56,0,14,z,1,0.41232090000994503,None,14,0,56,0,,,,,135.50122139998712,,135.48776439996436,135.50122139998712,136.5010587000288,136.5010587000288,136.5010587000288,136.5010587000288,136.5010587000288,137.50100859999657,137.50100859999657,137.92066790000536,z,1,0.41232090000994503,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,57,1,14,x,1,0.2889677999773994,None,14,1,57,1,,,,,137.9344363999553,,137.9212568999501,137.9344363999553,138.93415510002524,138.93415510002524,138.93415510002524,138.93415510002524,138.93415510002524,139.93385229993146,139.93385229993146,140.23557799996343,x,1,0.2889677999773994,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,58,2,14,c,1,0.25137950002681464,None,14,2,58,2,,,,,140.25151139998343,,140.23610159999225,140.25151139998343,141.25064719992224,141.25064719992224,141.25064719992224,141.25064719992224,141.26721499999985,142.25047819991596,142.25047819991596,142.5195050999755,c,1,0.25137950002681464,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,59,3,14,v,1,0.317584199947305,None,14,3,59,3,,,,,142.53363610000815,,142.5200783999171,142.53363610000815,143.53346099995542,143.53346099995542,143.53346099995542,143.53346099995542,143.53346099995542,144.53325520001817,144.53325520001817,144.86838469991926,v,1,0.317584199947305,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,60,0,15,z,1,0.36271150002721697,None,15,0,60,0,,,,,144.88361959997565,,144.8688466999447,144.88361959997565,145.88323959999252,145.88323959999252,145.88323959999252,145.88323959999252,145.88323959999252,146.88321549992543,146.88321549992543,147.25235989992507,z,1,0.36271150002721697,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,61,1,15,x,1,0.3851361999986693,None,15,1,61,1,,,,,147.26719369995408,,147.25298969994765,147.26719369995408,148.26654620002955,148.26654620002955,148.26654620002955,148.26654620002955,148.2834333999781,149.26605029997882,149.26605029997882,149.66820740001276,x,1,0.3851361999986693,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,62,2,15,c,1,0.34691469999961555,None,15,2,62,2,,,,,149.68281609995756,,149.6687752000289,149.68281609995756,150.68262019997928,150.68262019997928,150.68262019997928,150.68262019997928,150.68262019997928,151.68261399993207,151.68261399993207,152.03492859995458,c,1,0.34691469999961555,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
